Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year
47.0,47.0,LAL,Svi Mykhailiuk,Kansas,8.0,345,5764,2305,625,490,.407,.362,.767,16.7,6.7,1.8,1.4,4.6,.038,-2.4,-0.7,2018
48.0,48.0,MIN,Keita Bates-Diop,Ohio State,6.0,283,4566,1697,848,241,.474,.333,.751,16.1,6.0,3.0,0.9,7.4,.078,-1.6,0.5,2018
49.0,49.0,SAS,Chimezie Metu,USC,6.0,260,3565,1522,908,197,.495,.298,.787,13.7,5.9,3.5,0.8,5.7,.076,-1.6,0.3,2018
50.0,50.0,IND,Alize Johnson,Missouri State,5.0,76,568,189,228,32,.481,.227,.711,7.5,2.5,3.0,0.4,1.3,.108,-2.4,-0.1,2018
51.0,51.0,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,,,,,2018
52.0,52.0,UTA,Vince Edwards,Purdue,1.0,2,16,3,2,0,.250,.250,,8.0,1.5,1.0,0.0,0.0,-.014,-6.4,0.0,2018
53.0,53.0,OKC,Devon Hall,Virginia,1.0,11,81,20,7,13,.200,.235,.500,7.4,1.8,0.6,1.2,-0.2,-.116,-6.7,-0.1,2018
54.0,54.0,DAL,Shake Milton,SMU,7.0,359,6698,2899,783,856,.451,.358,.824,18.7,8.1,2.2,2.4,11.7,.084,-2.0,-0.1,2018
55.0,55.0,CHO,Arnoldas Kulboka,,1.0,2,5,0,0,0,.000,.000,,2.5,0.0,0.0,0.0,0.0,-.217,-21.8,0.0,2018
56.0,56.0,PHI,Ray Spalding,Louisville,2.0,16,167,58,52,5,.529,.000,.286,10.4,3.6,3.3,0.3,0.1,.024,-6.2,-0.2,2018
57.0,57.0,OKC,Kevin Hervey,UT Arlington,1.0,10,52,17,12,5,.259,.150,,5.2,1.7,1.2,0.5,-0.1,-.085,-5.1,0.0,2018
58.0,58.0,DEN,Thomas Welsh,UCLA,1.0,11,36,18,4,5,.538,.429,.500,3.3,1.6,0.4,0.5,0.1,.162,1.2,0.0,2018
59.0,59.0,PHO,George King,Colorado,2.0,5,25,1,6,0,.000,.000,.500,5.0,0.2,1.2,0.0,-0.1,-.225,-17.2,-0.1,2018
60.0,60.0,PHI,Kostas Antetokounmpo,Dayton,3.0,22,87,21,23,3,.375,,.474,4.0,1.0,1.0,0.1,-0.2,-.098,-9.9,-0.2,2018
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2018
1.0,1.0,NOP,Zion Williamson,Duke,6.0,219,6871,5393,1449,943,.586,.327,.689,31.4,24.6,6.6,4.3,24.5,.171,4.9,11.9,2019
2.0,2.0,MEM,Ja Morant,Murray State,7.0,319,10146,7157,1490,2358,.465,.310,.772,31.8,22.4,4.7,7.4,23.8,.112,2.5,11.5,2019
3.0,3.0,NYK,RJ Barrett,Duke,7.0,401,13256,7560,2219,1331,.443,.346,.698,33.1,18.9,5.5,3.3,14.4,.052,-1.7,1.1,2019
4.0,4.0,LAL,De'Andre Hunter,Virginia,7.0,339,10166,5048,1393,532,.451,.369,.820,30.0,14.9,4.1,1.6,12.7,.060,-2.5,-1.4,2019
5.0,5.0,CLE,Darius Garland,Vanderbilt,7.0,385,12766,7243,1024,2573,.452,.388,.868,33.2,18.8,2.7,6.7,24.7,.093,0.3,7.3,2019
6.0,6.0,PHO,Jarrett Culver,Texas Tech,4.0,144,2480,934,402,173,.401,.276,.509,17.2,6.5,2.8,1.2,-0.1,-.001,-4.5,-1.6,2019
7.0,7.0,CHI,Coby White,UNC,7.0,423,12596,6432,1543,1626,.433,.369,.867,29.8,15.2,3.6,3.8,18.1,.069,-1.5,1.6,2019
8.0,8.0,ATL,Jaxson Hayes,Texas,7.0,379,6222,2558,1492,272,.650,.267,.695,16.4,6.7,3.9,0.7,20.8,.160,-0.3,2.6,2019
9.0,9.0,WAS,Rui Hachimura,Gonzaga,7.0,351,9820,4530,1691,456,.499,.387,.763,28.0,12.9,4.8,1.3,16.6,.081,-1.9,0.3,2019
10.0,10.0,ATL,Cam Reddish,Duke,6.0,254,5876,2151,678,297,.398,.322,.821,23.1,8.5,2.7,1.2,3.3,.027,-3.1,-1.7,2019
11.0,11.0,MIN,Cameron Johnson,UNC,7.0,352,9326,4493,1375,687,.452,.390,.850,26.5,12.8,3.9,2.0,23.3,.120,1.4,8.0,2019
12.0,12.0,CHO,P.J. Washington,Kentucky,7.0,404,12347,5331,2387,910,.448,.356,.705,30.6,13.2,5.9,2.3,15.1,.059,-1.2,2.4,2019
13.0,13.0,MIA,Tyler Herro,Kentucky,6.0,361,11763,6987,1802,1460,.448,.382,.874,32.6,19.4,5.0,4.0,19.9,.081,0.7,8.0,2019
14.0,14.0,BOS,Romeo Langford,Indiana,4.0,141,2268,650,298,97,.430,.288,.659,16.1,4.6,2.1,0.7,2.0,.043,-3.4,-0.8,2019
15.0,15.0,DET,Sekou Doumbouya,,3.0,96,1639,542,267,66,.388,.256,.693,17.1,5.6,2.8,0.7,-0.4,-.013,-6.5,-1.8,2019
16.0,16.0,ORL,Chuma Okeke,Auburn,5.0,198,4028,1242,751,291,.387,.321,.787,20.3,6.3,3.8,1.5,5.0,.060,-1.1,1.0,2019
17.0,17.0,BRK,Nickeil Alexander-Walker,Virginia Tech,7.0,394,8343,3496,985,928,.415,.357,.755,21.2,8.9,2.5,2.4,10.8,.062,-1.2,1.6,2019
18.0,18.0,IND,Goga Bitadze,,7.0,334,4854,1821,1392,389,.547,.233,.666,14.5,5.5,4.2,1.2,16.1,.159,1.0,3.6,2019
19.0,19.0,SAS,Luka Å amaniÄ,,4.0,86,921,384,210,55,.411,.247,.706,10.7,4.5,2.4,0.6,0.0,.001,-5.6,-0.8,2019
20.0,20.0,BOS,Matisse Thybulle,Washington,7.0,351,7318,1718,714,391,.439,.345,.669,20.8,4.9,2.0,1.1,14.4,.094,1.0,5.5,2019
21.0,21.0,OKC,Brandon Clarke,Gonzaga,6.0,307,6392,3136,1683,409,.606,.266,.698,20.8,10.2,5.5,1.3,24.6,.185,2.4,7.1,2019
22.0,22.0,BOS,Grant Williams,Tennessee,6.0,380,8710,2724,1393,552,.452,.377,.774,22.9,7.2,3.7,1.5,15.5,.085,-1.9,0.3,2019
23.0,23.0,UTA,Darius Bazley,,5.0,237,5536,2113,1244,282,.414,.309,.677,23.4,8.9,5.2,1.2,3.1,.027,-2.4,-0.6,2019
24.0,24.0,PHI,Ty Jerome,Virginia,6.0,229,4141,1986,467,648,.458,.381,.850,18.1,8.7,2.0,2.8,9.9,.114,0.4,2.5,2019
25.0,25.0,POR,Nassir Little,UNC,5.0,237,3735,1313,688,170,.452,.330,.735,15.8,5.5,2.9,0.7,4.7,.061,-2.6,-0.5,2019
26.0,26.0,CLE,Dylan Windler,Belmont,4.0,101,1090,319,212,78,.425,.347,.800,10.8,3.2,2.1,0.8,1.6,.072,-1.4,0.2,2019
27.0,27.0,BRK,Mfiondu Kabengele,Florida State,3.0,55,380,143,81,19,.383,.301,.852,6.9,2.6,1.5,0.3,0.4,.055,-3.6,-0.2,2019
28.0,28.0,GSW,Jordan Poole,Michigan,7.0,419,11562,7063,1122,1576,.421,.345,.881,27.6,16.9,2.7,3.8,11.2,.047,-1.8,0.7,2019
29.0,29.0,SAS,Keldon Johnson,Kentucky,7.0,384,10931,5923,2079,821,.470,.349,.763,28.5,15.4,5.4,2.1,18.0,.079,-1.2,2.1,2019
30.0,30.0,MIL,Kevin Porter Jr.,USC,6.0,272,7419,3789,1120,1245,.435,.352,.735,27.3,13.9,4.1,4.6,6.3,.041,-1.3,1.2,2019
31.0,31.0,BRK,Nic Claxton,Georgia,7.0,325,8436,3418,2499,589,.632,.174,.552,26.0,10.5,7.7,1.8,27.4,.156,1.4,7.2,2019
32.0,32.0,PHO,KZ Okpala,Stanford,4.0,98,965,222,148,47,.409,.286,.667,9.8,2.3,1.5,0.5,1.0,.050,-4.7,-0.7,2019
33.0,33.0,PHI,Carsen Edwards,Purdue,3.0,72,706,267,79,52,.364,.297,.758,9.8,3.7,1.1,0.7,0.3,.019,-5.1,-0.5,2019
34.0,34.0,PHI,Bruno Fernando,Maryland,6.0,220,2326,872,712,161,.543,.122,.653,10.6,4.0,3.2,0.7,3.8,.079,-3.0,-0.6,2019
35.0,35.0,ATL,Didi Louzada,,2.0,12,185,43,20,8,.326,.355,1.000,15.4,3.6,1.7,0.7,-0.1,-.034,-8.1,-0.3,2019
36.0,36.0,CHO,Cody Martin,Nevada,7.0,263,5733,1600,975,582,.434,.305,.658,21.8,6.1,3.7,2.2,7.1,.060,-1.8,0.3,2019
37.0,37.0,DAL,Deividas Sirvydis,,2.0,23,160,44,35,6,.300,.314,.500,7.0,1.9,1.5,0.3,-0.1,-.032,-5.9,-0.2,2019
38.0,38.0,CHI,Daniel Gafford,Arkansas,7.0,387,7696,3593,2180,407,.708,.000,.677,19.9,9.3,5.6,1.1,32.0,.199,1.9,7.5,2019
39.0,39.0,NOP,Alen SmailagiÄ,,2.0,29,223,87,43,17,.463,.304,.720,7.7,3.0,1.5,0.6,0.3,.056,-3.3,-0.1,2019
40.0,40.0,SAC,Justin James,Wyoming,2.0,72,542,228,62,40,.446,.343,.544,7.5,3.2,0.9,0.6,0.3,.024,-3.1,-0.2,2019
41.0,41.0,GSW,Eric Paschall,Villanova,3.0,158,3086,1552,509,214,.494,.326,.758,19.5,9.8,3.2,1.4,5.0,.078,-2.2,-0.1,2019
42.0,42.0,PHI,Admiral Schofield,Tennessee,4.0,131,1372,426,215,78,.417,.326,.782,10.5,3.3,1.6,0.6,1.2,.043,-4.6,-0.9,2019
43.0,43.0,MIN,Jaylen Nowell,Washington,6.0,205,3519,1815,445,380,.442,.316,.792,17.2,8.9,2.2,1.9,4.7,.064,-2.1,-0.1,2019
44.0,44.0,MIA,Bol Bol,Oregon,6.0,202,2750,1243,709,126,.545,.332,.749,13.6,6.2,3.5,0.6,5.0,.088,-0.4,1.1,2019
45.0,45.0,DET,Isaiah Roby,Nebraska,4.0,151,2858,1159,667,216,.485,.351,.675,18.9,7.7,4.4,1.4,4.0,.068,-2.3,-0.2,2019
46.0,46.0,ORL,Talen Horton-Tucker,Iowa State,6.0,305,5942,2809,800,852,.427,.299,.771,19.5,9.2,2.6,2.8,6.0,.049,-2.0,0.0,2019
47.0,47.0,SAC,Ignas Brazdeikis,Michigan,3.0,64,838,318,122,58,.416,.315,.686,13.1,5.0,1.9,0.9,0.4,.024,-4.9,-0.6,2019
48.0,48.0,LAC,Terance Mann,Florida State,7.0,426,9481,3463,1495,838,.501,.371,.783,22.3,8.1,3.5,2.0,22.0,.111,-0.9,2.7,2019
49.0,49.0,SAS,Quinndary Weatherspoon,Mississippi State,3.0,42,272,88,32,24,.452,.188,.826,6.5,2.1,0.8,0.6,0.2,.030,-5.5,-0.2,2019
50.0,50.0,IND,Jarrell Brantley,College of Charleston,3.0,41,273,110,53,29,.457,.380,.833,6.7,2.7,1.3,0.7,0.6,.108,0.0,0.1,2019
51.0,51.0,BOS,Tremont Waters,LSU,3.0,40,407,149,37,85,.354,.296,.960,10.2,3.7,0.9,2.1,0.1,.012,-3.0,-0.1,2019
52.0,52.0,CHO,Jalen McDaniels,San Diego State,6.0,252,4550,1699,829,292,.449,.322,.777,18.1,6.7,3.3,1.2,5.3,.056,-3.3,-1.5,2019
53.0,53.0,UTA,Justin Wright-Foreman,Hofstra,1.0,4,45,19,5,7,.350,.200,.750,11.3,4.8,1.3,1.8,0.0,-.008,-9.0,-0.1,2019
54.0,54.0,PHI,Marial Shayok,Iowa State,1.0,4,28,11,7,1,.250,.333,.750,7.0,2.8,1.8,0.3,-0.1,-.130,-13.0,-0.1,2019
55.0,55.0,NYK,Kyle Guy,Virginia,3.0,53,431,165,53,50,.361,.303,.750,8.1,3.1,1.0,0.9,0.1,.006,-4.9,-0.3,2019
56.0,56.0,LAC,Jaylen Hands,UCLA,,,,,,,,,,,,,,,,,,2019
57.0,57.0,NOP,Jordan Bone,Tennessee,2.0,24,249,68,28,26,.378,.286,,10.4,2.8,1.2,1.1,0.1,.010,-5.9,-0.2,2019
58.0,58.0,GSW,Miye Oni,Yale,3.0,80,672,145,108,37,.350,.330,.750,8.4,1.8,1.4,0.5,1.0,.070,-2.5,-0.1,2019
59.0,59.0,TOR,Dewan Hernandez,Miami (FL),1.0,6,28,14,14,3,.357,.500,.600,4.7,2.3,2.3,0.5,0.0,.043,-9.6,-0.1,2019
60.0,60.0,SAC,Vanja MarinkoviÄ,,,,,,,,,,,,,,,,,,,2019
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2019
1.0,1.0,MIN,Anthony Edwards,Georgia,6.0,391,13566,9356,2062,1636,.447,.365,.805,34.7,23.9,5.3,4.2,25.9,.092,1.7,12.9,2020
2.0,2.0,GSW,James Wiseman,Memphis,5.0,149,2819,1354,834,110,.560,.262,.683,18.9,9.1,5.6,0.7,4.3,.072,-4.0,-1.4,2020
3.0,3.0,CHO,LaMelo Ball,,6.0,239,7630,5035,1434,1787,.421,.363,.837,31.9,21.1,6.0,7.5,14.3,.090,2.8,9.3,2020
4.0,4.0,CHI,Patrick Williams,Florida State,6.0,289,7762,2740,1163,424,.452,.393,.766,26.9,9.5,4.0,1.5,8.8,.054,-2.2,-0.4,2020
5.0,5.0,CLE,Isaac Okoro,Auburn,6.0,347,9076,2809,967,560,.466,.352,.735,26.2,8.1,2.8,1.6,16.3,.086,-2.1,-0.2,2020
6.0,6.0,ATL,Onyeka Okongwu,USC,6.0,322,7355,3201,2169,432,.607,.341,.757,22.8,9.9,6.7,1.3,26.3,.172,0.5,4.7,2020
7.0,7.0,DET,Killian Hayes,,5.0,216,5641,1758,637,1121,.383,.281,.777,26.1,8.1,2.9,5.2,-0.2,-.002,-3.8,-2.6,2020
8.0,8.0,NYK,Obi Toppin,Dayton,6.0,365,6320,3116,1251,433,.521,.353,.776,17.3,8.5,3.4,1.2,16.7,.126,1.0,4.8,2020
9.0,9.0,WAS,Deni Avdija,,6.0,373,10152,4402,2326,1075,.464,.340,.763,27.2,11.8,6.2,2.9,16.1,.076,-0.8,3.1,2020
10.0,10.0,PHO,Jalen Smith,Maryland,6.0,284,4576,2423,1514,240,.504,.337,.751,16.1,8.5,5.3,0.8,12.6,.133,-0.1,2.2,2020
11.0,11.0,SAS,Devin Vassell,Florida State,6.0,317,8867,4470,1193,824,.442,.367,.805,28.0,14.1,3.8,2.6,12.6,.068,-0.6,3.1,2020
12.0,12.0,SAC,Tyrese Haliburton,Iowa State,5.0,333,10998,5842,1218,2947,.477,.392,.855,33.0,17.5,3.7,8.8,37.6,.164,4.8,18.9,2020
13.0,13.0,NOP,Kira Lewis Jr.,Alabama,4.0,131,1745,687,169,233,.397,.294,.848,13.3,5.2,1.3,1.8,1.3,.036,-3.5,-0.6,2020
14.0,14.0,BOS,Aaron Nesmith,Vanderbilt,6.0,299,6511,2740,995,322,.456,.384,.825,21.8,9.2,3.3,1.1,10.9,.080,-1.9,0.2,2020
15.0,15.0,ORL,Cole Anthony,UNC,6.0,334,8209,4138,1418,1296,.419,.343,.842,24.6,12.4,4.2,3.9,10.9,.064,-0.7,2.8,2020
16.0,16.0,POR,Isaiah Stewart,Washington,6.0,319,7818,2764,2255,425,.507,.348,.733,24.5,8.7,7.1,1.3,16.3,.100,-1.6,0.8,2020
17.0,17.0,MIN,Aleksej Pokusevski,,4.0,168,3429,1253,778,327,.391,.304,.702,20.4,7.5,4.6,1.9,-0.2,-.002,-3.1,-1.0,2020
18.0,18.0,DAL,Josh Green,Arizona,5.0,291,6415,1941,777,448,.482,.380,.687,22.0,6.7,2.7,1.5,9.2,.069,-2.9,-1.5,2020
19.0,19.0,BRK,Saddiq Bey,Villanova,5.0,305,9162,4264,1594,564,.409,.354,.838,30.0,14.0,5.2,1.8,15.1,.079,-0.7,3.0,2020
20.0,20.0,MIA,Precious Achiuwa,Memphis,6.0,327,6514,2461,1842,318,.485,.298,.605,19.9,7.5,5.6,1.0,12.0,.088,-2.3,-0.4,2020
21.0,21.0,PHI,Tyrese Maxey,Kentucky,6.0,331,10712,6625,1016,1503,.461,.383,.868,32.4,20.0,3.1,4.5,28.6,.128,1.6,9.7,2020
22.0,22.0,DEN,Zeke Nnaji,Arizona,6.0,257,3028,1064,568,102,.510,.360,.653,11.8,4.1,2.2,0.4,6.7,.106,-2.6,-0.5,2020
23.0,23.0,NYK,Leandro Bolmaro,,2.0,49,309,56,50,28,.270,.227,.846,6.3,1.1,1.0,0.6,-0.3,-.048,-7.8,-0.5,2020
24.0,24.0,MIL,R.J. Hampton,,4.0,170,3116,1155,466,307,.408,.338,.679,18.3,6.8,2.7,1.8,0.8,.013,-3.8,-1.4,2020
25.0,25.0,OKC,Immanuel Quickley,Kentucky,6.0,338,8731,4762,1163,1288,.423,.375,.854,25.8,14.1,3.4,3.8,22.6,.124,1.2,7.1,2020
26.0,26.0,BOS,Payton Pritchard,Oregon,6.0,362,7490,3404,1017,958,.453,.395,.851,20.7,9.4,2.8,2.6,22.4,.144,1.2,6.2,2020
27.0,27.0,UTA,Udoka Azubuike,Kansas,4.0,84,724,256,235,14,.758,,.444,8.6,3.0,2.8,0.2,2.0,.133,-1.5,0.1,2020
28.0,28.0,LAL,Jaden McDaniels,Washington,6.0,380,10885,4029,1590,595,.486,.355,.758,28.6,10.6,4.2,1.6,19.2,.085,-1.7,0.9,2020
29.0,29.0,TOR,Malachi Flynn,San Diego State,5.0,217,3076,1184,376,414,.387,.333,.747,14.2,5.5,1.7,1.9,2.9,.045,-2.6,-0.5,2020
30.0,30.0,BOS,Desmond Bane,TCU,6.0,328,9768,5834,1504,1246,.470,.407,.885,29.8,17.8,4.6,3.8,26.3,.129,2.2,10.4,2020
31.0,31.0,DAL,Tyrell Terry,Stanford,2.0,13,59,13,6,6,.353,.000,.333,4.5,1.0,0.5,0.5,0.0,-.035,-4.8,0.0,2020
32.0,32.0,CHO,Vernon Carey Jr.,Duke,3.0,37,187,72,50,5,.474,.143,.654,5.1,1.9,1.4,0.1,0.2,.058,-6.3,-0.2,2020
33.0,33.0,MIN,Daniel Oturu,Minnesota,2.0,33,188,63,53,10,.431,.167,.706,5.7,1.9,1.6,0.3,0.3,.086,-5.2,-0.2,2020
34.0,34.0,PHI,ThÃ©o Maledon,,4.0,177,3753,1373,489,518,.372,.310,.793,21.2,7.8,2.8,2.9,-0.2,-.002,-4.6,-2.4,2020
35.0,35.0,SAC,Xavier Tillman Sr.,Michigan State,6.0,268,4236,1409,995,322,.509,.252,.577,15.8,5.3,3.7,1.2,10.2,.116,-0.1,2.0,2020
36.0,36.0,PHI,Tyler Bey,Colorado,1.0,18,71,18,19,3,.318,.250,.600,3.9,1.0,1.1,0.2,0.0,-.033,-9.5,-0.1,2020
37.0,37.0,WAS,Vit Krejci,,5.0,149,2796,890,362,291,.471,.404,.753,18.8,6.0,2.4,2.0,4.7,.080,-1.9,0.1,2020
38.0,38.0,UTA,Saben Lee,Vanderbilt,4.0,134,1943,697,260,378,.421,.271,.734,14.5,5.2,1.9,2.8,3.5,.085,-1.4,0.3,2020
39.0,39.0,NOP,Elijah Hughes,Syracuse,2.0,54,498,157,67,28,.328,.280,.769,9.2,2.9,1.2,0.5,-0.4,-.039,-6.4,-0.5,2020
40.0,40.0,MEM,Robert Woodard II,Mississippi State,2.0,25,87,27,27,5,.278,.200,.500,3.5,1.1,1.1,0.2,-0.1,-.077,-7.7,-0.1,2020
41.0,41.0,SAS,Tre Jones,Duke,6.0,308,6773,2629,870,1450,.488,.313,.840,22.0,8.5,2.8,4.7,15.6,.110,-0.4,2.8,2020
42.0,42.0,NOP,Nick Richards,Kentucky,6.0,272,4818,1944,1569,161,.637,.200,.737,17.7,7.1,5.8,0.6,13.6,.136,-2.5,-0.6,2020
43.0,43.0,SAC,Jahmi'us Ramsey,Texas Tech,3.0,39,349,147,45,21,.416,.271,.680,8.9,3.8,1.2,0.5,-0.1,-.008,-5.4,-0.3,2020
44.0,44.0,CHI,Marko Simonovic,,2.0,16,55,23,12,0,.273,.222,.692,3.4,1.4,0.8,0.0,0.0,-.026,-12.3,-0.1,2020
45.0,45.0,MIL,Jordan Nwora,Louisville,4.0,206,3359,1564,659,216,.433,.376,.807,16.3,7.6,3.2,1.0,3.0,.043,-2.8,-0.7,2020
46.0,46.0,POR,CJ Elleby,Washington State,2.0,88,1366,407,259,97,.390,.275,.717,15.5,4.6,2.9,1.1,0.5,.018,-5.2,-1.1,2020
47.0,47.0,BOS,Yam Madar,,,,,,,,,,,,,,,,,,,2020
48.0,48.0,GSW,Nico Mannion,Arizona,1.0,30,364,123,46,70,.342,.367,.821,12.1,4.1,1.5,2.3,0.2,.029,-3.9,-0.2,2020
49.0,49.0,PHI,Isaiah Joe,Arkansas,6.0,331,5695,2581,676,377,.431,.402,.841,17.2,7.8,2.0,1.1,14.4,.122,0.1,3.0,2020
50.0,50.0,ATL,Skylar Mays,LSU,4.0,105,1111,451,122,182,.445,.345,.859,10.6,4.3,1.2,1.7,2.1,.092,-0.7,0.4,2020
51.0,51.0,GSW,Justinian Jessup,Boise State,,,,,,,,,,,,,,,,,,2020
52.0,52.0,SAC,KJ Martin,,5.0,309,6674,2652,1247,371,.545,.329,.673,21.6,8.6,4.0,1.2,12.4,.089,-1.8,0.4,2020
53.0,53.0,OKC,Cassius Winston,Michigan State,2.0,29,137,55,10,19,.409,.435,.900,4.7,1.9,0.3,0.7,0.1,.051,-4.9,-0.1,2020
54.0,54.0,IND,Cassius Stanley,Duke,2.0,33,248,88,39,5,.360,.233,.895,7.5,2.7,1.2,0.2,0.0,-.006,-7.9,-0.4,2020
55.0,55.0,BRK,Jay Scrubb,John A. Logan College,3.0,24,235,97,36,10,.416,.313,.765,9.8,4.0,1.5,0.4,-0.1,-.014,-6.6,-0.3,2020
56.0,56.0,CHO,Grant Riller,College of Charleston,1.0,7,27,18,1,3,.667,.500,,3.9,2.6,0.1,0.4,0.1,.177,5.1,0.0,2020
57.0,57.0,LAC,Reggie Perry,Mississippi State,2.0,36,398,170,120,26,.459,.189,.679,11.1,4.7,3.3,0.7,0.4,.048,-5.5,-0.3,2020
58.0,58.0,PHI,Paul Reed,DePaul,6.0,273,3425,1364,1083,224,.556,.319,.698,12.5,5.0,4.0,0.8,12.3,.172,1.0,2.6,2020
59.0,59.0,TOR,Jalen Harris,Nevada,1.0,13,172,96,18,17,.500,.472,.778,13.2,7.4,1.4,1.3,0.3,.079,0.3,0.1,2020
60.0,60.0,NOP,Sam Merrill,Utah State University,6.0,185,3131,1300,348,273,.412,.393,.928,16.9,7.0,1.9,1.5,7.8,.120,0.3,1.9,2020
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2020
1.0,1.0,DET,Cade Cunningham,Oklahoma State,5.0,220,7455,4915,1186,1649,.445,.335,.849,33.9,22.3,5.4,7.5,8.4,.054,1.1,5.9,2021
2.0,2.0,HOU,Jalen Green,,5.0,309,10068,6204,1314,1034,.422,.342,.798,32.6,20.1,4.3,3.3,10.8,.052,-1.1,2.3,2021
3.0,3.0,CLE,Evan Mobley,USC,5.0,283,9224,4676,2531,844,.543,.321,.689,32.6,16.5,8.9,3.0,29.4,.153,2.3,10.0,2021
4.0,4.0,TOR,Scottie Barnes,Florida State,5.0,290,9978,5028,2173,1442,.468,.305,.764,34.4,17.3,7.5,5.0,21.1,.101,1.9,9.7,2021
5.0,5.0,ORL,Jalen Suggs,Gonzaga,5.0,222,5833,2736,746,750,.423,.330,.786,26.3,12.3,3.4,3.4,6.3,.052,-0.9,1.6,2021
6.0,6.0,OKC,Josh Giddey,,5.0,291,8574,4182,2213,1806,.464,.331,.763,29.5,14.4,7.6,6.2,15.0,.084,1.4,7.3,2021
7.0,7.0,GSW,Jonathan Kuminga,,5.0,271,6032,3404,1123,493,.506,.332,.700,22.3,12.6,4.1,1.8,12.3,.098,-1.2,1.3,2021
8.0,8.0,ORL,Franz Wagner,Michigan,5.0,306,9936,5894,1504,1124,.473,.323,.854,32.5,19.3,4.9,3.7,23.0,.111,0.8,7.1,2021
9.0,9.0,SAC,Davion Mitchell,Baylor,5.0,315,7082,2426,573,1099,.445,.346,.689,22.5,7.7,1.8,3.5,6.9,.047,-3.0,-1.7,2021
10.0,10.0,NOP,Ziaire Williams,Stanford,5.0,225,4765,1885,707,267,.419,.315,.815,21.2,8.4,3.1,1.2,4.8,.048,-3.4,-1.8,2021
11.0,11.0,CHO,James Bouknight,UConn,3.0,79,900,383,133,73,.363,.335,.762,11.4,4.8,1.7,0.9,-0.3,-.017,-5.9,-0.9,2021
12.0,12.0,SAS,Joshua Primo,Alabama,3.0,56,1068,318,127,99,.371,.300,.750,19.1,5.7,2.3,1.8,-0.2,-.011,-5.3,-0.9,2021
13.0,13.0,IND,Chris Duarte,Oregon,4.0,177,3231,1348,467,231,.406,.349,.813,18.3,7.6,2.6,1.3,1.9,.028,-3.0,-0.8,2021
14.0,14.0,GSW,Moses Moody,Arkansas,5.0,269,4573,1964,610,248,.448,.375,.779,17.0,7.3,2.3,0.9,9.3,.097,-1.1,1.0,2021
15.0,15.0,WAS,Corey Kispert,Gonzaga,5.0,305,7810,3333,852,452,.475,.382,.802,25.6,10.9,2.8,1.5,9.5,.059,-2.3,-0.7,2021
16.0,16.0,OKC,Alperen ÅengÃ¼n,,5.0,298,8543,4859,2570,1249,.515,.288,.703,28.7,16.3,8.6,4.2,24.4,.137,2.9,10.6,2021
17.0,17.0,MEM,Trey Murphy III,Virginia,5.0,265,7354,3724,1071,506,.455,.383,.879,27.8,14.1,4.0,1.9,19.4,.126,1.3,6.1,2021
18.0,18.0,OKC,Tre Mann,Florida,5.0,195,4164,1849,557,458,.407,.346,.796,21.4,9.5,2.9,2.3,1.7,.019,-3.5,-1.5,2021
19.0,19.0,NYK,Kai Jones,Texas,3.0,107,1081,377,259,44,.671,.231,.682,10.1,3.5,2.4,0.4,2.8,.126,-1.2,0.2,2021
20.0,20.0,ATL,Jalen Johnson,Duke,5.0,197,4769,2309,1278,555,.511,.328,.729,24.2,11.7,6.5,2.8,10.2,.103,1.4,4.1,2021
21.0,21.0,NYK,Keon Johnson,Tennessee,4.0,161,3098,1326,429,313,.379,.324,.765,19.2,8.2,2.7,1.9,-0.3,-.005,-4.2,-1.7,2021
22.0,22.0,LAL,Isaiah Jackson,Kentucky,5.0,177,2706,1291,786,131,.593,.206,.682,15.3,7.3,4.4,0.7,8.4,.148,-0.4,1.1,2021
23.0,23.0,HOU,Usman Garuba,,3.0,105,1228,276,397,82,.467,.363,.625,11.7,2.6,3.8,0.8,2.3,.090,-1.4,0.2,2021
24.0,24.0,HOU,Josh Christopher,Arizona State,3.0,152,2189,987,266,231,.451,.273,.737,14.4,6.5,1.8,1.5,0.2,.003,-3.9,-1.1,2021
25.0,25.0,LAC,Quentin Grimes,Houston,5.0,256,6351,2743,797,544,.446,.377,.772,24.8,10.7,3.1,2.1,11.7,.088,-0.3,2.8,2021
26.0,26.0,DEN,Bones Hyland,VCU,5.0,198,3282,1811,415,504,.401,.364,.846,16.6,9.1,2.1,2.5,4.6,.067,-0.8,1.0,2021
27.0,27.0,BRK,Cam Thomas,LSU,5.0,223,5206,3426,564,463,.438,.346,.861,23.3,15.4,2.5,2.1,5.5,.050,-1.8,0.2,2021
