Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year
28.0,28.0,PHI,Jaden Springer,Tennessee,4.0,110,967,316,152,85,.409,.238,.773,8.8,2.9,1.4,0.8,1.4,.068,-2.7,-0.2,2021
29.0,29.0,PHO,Day'Ron Sharpe,UNC,5.0,204,2978,1330,1149,255,.555,.289,.650,14.6,6.5,5.6,1.3,8.9,.143,-0.5,1.1,2021
30.0,30.0,UTA,Santi Aldama,Loyola (MD),5.0,250,5704,2480,1328,481,.459,.343,.684,22.8,9.9,5.3,1.9,12.8,.108,0.7,3.9,2021
31.0,31.0,MIL,Isaiah Todd,,2.0,18,135,29,24,8,.222,.192,.500,7.5,1.6,1.3,0.4,-0.3,-.124,-10.2,-0.3,2021
32.0,32.0,NYK,Jeremiah Robinson-Earl,Villanova,5.0,206,3661,1240,905,208,.437,.337,.801,17.8,6.0,4.4,1.0,5.8,.076,-2.3,-0.3,2021
33.0,33.0,ORL,Jason Preston,Ohio University,2.0,21,195,53,39,43,.400,.238,.000,9.3,2.5,1.9,2.0,0.1,.023,-2.6,0.0,2021
34.0,34.0,OKC,Rokas Jokubaitis,,,,,,,,,,,,,,,,,,,2021
35.0,35.0,NOP,Herbert Jones,Alabama,5.0,254,7678,2569,964,625,.472,.366,.820,30.2,10.1,3.8,2.5,15.5,.097,-0.6,2.6,2021
36.0,36.0,OKC,Miles McBride,West Virginia,5.0,247,4320,1594,383,441,.405,.362,.770,17.5,6.5,1.6,1.8,8.3,.092,-0.8,1.3,2021
37.0,37.0,DET,JT Thor,Auburn,4.0,185,2261,599,389,90,.419,.317,.651,12.2,3.2,2.1,0.5,1.2,.026,-4.5,-1.5,2021
38.0,38.0,CHI,Ayo Dosunmu,Illinois,5.0,290,8094,3029,838,949,.504,.366,.785,27.9,10.4,2.9,3.3,13.5,.080,-1.6,0.8,2021
39.0,39.0,SAC,Neemias Queta,Utah State University,5.0,125,1712,657,521,98,.624,.000,.689,13.7,5.3,4.2,0.8,6.7,.188,-0.2,0.8,2021
40.0,40.0,NOP,Jared Butler,Baylor,4.0,148,2047,990,217,417,.450,.341,.818,13.8,6.7,1.5,2.8,2.5,.059,-1.5,0.3,2021
41.0,41.0,SAS,Joe Wieskamp,Iowa,2.0,38,255,70,18,12,.329,.309,.538,6.7,1.8,0.5,0.3,0.1,.013,-5.3,-0.2,2021
42.0,42.0,DET,Isaiah Livers,Michigan,4.0,103,2155,608,264,91,.407,.357,.792,20.9,5.9,2.6,0.9,1.8,.041,-3.1,-0.6,2021
43.0,43.0,NOP,Greg Brown III,Texas,3.0,70,773,268,163,42,.424,.296,.616,11.0,3.8,2.3,0.6,0.2,.015,-5.1,-0.6,2021
44.0,44.0,BRK,Kessler Edwards,Pepperdine,4.0,178,2255,645,390,111,.428,.360,.786,12.7,3.6,2.2,0.6,2.7,.058,-2.9,-0.5,2021
45.0,45.0,BOS,Juhann Begarin,,,,,,,,,,,,,,,,,,,2021
46.0,46.0,TOR,Dalano Banton,Nebraska,4.0,216,3142,1463,482,422,.402,.304,.728,14.5,6.8,2.2,2.0,2.1,.032,-1.5,0.4,2021
47.0,47.0,TOR,David Johnson,Louisville,1.0,2,2,0,0,0,.000,.000,,1.0,0.0,0.0,0.0,0.0,-.495,-27.7,0.0,2021
48.0,48.0,ATL,Sharife Cooper,Auburn,2.0,15,43,7,5,5,.214,.167,,2.9,0.5,0.3,0.3,-0.3,-.305,-16.8,-0.2,2021
49.0,49.0,BRK,Marcus Zegarowski,Creighton,,,,,,,,,,,,,,,,,,2021
50.0,50.0,PHI,Filip PetruÅ¡ev,Gonzaga,1.0,3,10,3,1,0,.500,,.500,3.3,1.0,0.3,0.0,0.0,.029,-8.0,0.0,2021
51.0,51.0,MEM,Brandon Boston Jr.,Kentucky,4.0,147,2346,1101,327,176,.412,.328,.781,16.0,7.5,2.2,1.2,1.0,.021,-3.7,-1.0,2021
52.0,52.0,DET,Luka Garza,Iowa,5.0,138,1178,704,307,64,.501,.322,.709,8.5,5.1,2.2,0.5,4.0,.161,-1.4,0.2,2021
53.0,53.0,PHI,Charles Bassey,Western Kentucky,5.0,115,1288,495,498,95,.625,.231,.637,11.2,4.3,4.3,0.8,3.8,.143,0.3,0.7,2021
54.0,54.0,IND,Sandro Mamukelashvili,Seton Hall,5.0,204,2431,1114,648,205,.481,.356,.740,11.9,5.5,3.2,1.0,6.1,.120,0.2,1.3,2021
55.0,55.0,OKC,Aaron Wiggins,Maryland,5.0,283,5726,2484,902,388,.501,.391,.791,20.2,8.8,3.2,1.4,13.6,.114,-0.8,1.7,2021
56.0,56.0,CHO,Scottie Lewis,Florida,1.0,2,7,1,0,1,,,.500,3.5,0.5,0.0,0.5,0.0,.164,6.0,0.0,2021
57.0,57.0,CHO,BalÅ¡a Koprivica,Florida State,,,,,,,,,,,,,,,,,,2021
58.0,58.0,NYK,Jericho Sims,Texas,5.0,201,2657,469,773,108,.713,.000,.593,13.2,2.3,3.8,0.5,7.0,.127,-1.7,0.2,2021
59.0,59.0,BRK,RaiQuan Gray,Florida State,2.0,4,74,39,16,13,.552,.417,1.000,18.5,9.8,4.0,3.3,0.2,.149,2.9,0.1,2021
60.0,60.0,IND,Georgios Kalaitzakis,,1.0,13,213,86,21,12,.463,.385,.467,16.4,6.6,1.6,0.9,-0.1,-.024,-7.0,-0.3,2021
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2021
1.0,1.0,ORL,Paolo Banchero,Duke,4,210,7204,4692,1500,968,.446,.317,.733,34.3,22.3,7.1,4.6,12.2,.081,0.9,5.4,2022
2.0,2.0,OKC,Chet Holmgren,Gonzaga,3,125,3618,2055,996,281,.526,.375,.789,28.9,16.4,8.0,2.2,13.8,.182,3.3,4.8,2022
3.0,3.0,HOU,Jabari Smith Jr.,Auburn,4,223,6954,2911,1654,300,.433,.341,.806,31.2,13.1,7.4,1.3,12.7,.088,-1.6,0.6,2022
4.0,4.0,SAC,Keegan Murray,Iowa,3,233,7580,3090,1298,336,.451,.372,.812,32.5,13.3,5.6,1.4,13.9,.088,-1.1,1.8,2022
5.0,5.0,DET,Jaden Ivey,Purdue,3,181,5419,2917,676,802,.429,.352,.746,29.9,16.1,3.7,4.4,1.6,.014,-2.7,-0.9,2022
6.0,6.0,IND,Bennedict Mathurin,Arizona,4,212,6007,3401,952,378,.447,.344,.826,28.3,16.0,4.5,1.8,6.6,.052,-3.2,-1.9,2022
7.0,7.0,POR,Shaedon Sharpe,Kentucky,4,198,5490,2950,790,415,.448,.324,.782,27.7,14.9,4.0,2.1,4.9,.043,-2.3,-0.4,2022
8.0,8.0,NOP,Dyson Daniels,,4,211,5468,1788,962,718,.473,.324,.614,25.9,8.5,4.6,3.4,10.1,.089,0.5,3.4,2022
9.0,9.0,SAS,Jeremy Sochan,Baylor,4,192,5147,2146,1148,532,.470,.297,.726,26.8,11.2,6.0,2.8,4.6,.043,-2.9,-1.2,2022
10.0,10.0,WAS,Johnny Davis,Wisconsin,3,112,1278,395,175,71,.397,.273,.561,11.4,3.5,1.6,0.6,-0.4,-.013,-6.2,-1.3,2022
11.0,11.0,NYK,Ousmane Dieng,,4,121,1474,497,258,122,.415,.285,.746,12.2,4.1,2.1,1.0,1.8,.057,-2.9,-0.3,2022
12.0,12.0,OKC,Jalen Williams,Santa Clara,3,215,6736,3901,988,924,.513,.382,.803,31.3,18.1,4.6,4.3,20.7,.148,2.2,7.2,2022
13.0,13.0,CHO,Jalen Duren,Memphis,4,219,5857,2639,2266,455,.655,.000,.704,26.7,12.1,10.3,2.1,20.8,.171,1.2,4.7,2022
14.0,14.0,CLE,Ochai Agbaji,Kansas,4,210,4714,1613,598,254,.448,.348,.729,22.4,7.7,2.8,1.2,4.6,.047,-2.7,-0.9,2022
15.0,15.0,CHO,Mark Williams,Duke,4,119,2833,1452,1042,161,.623,.000,.755,23.8,12.2,8.8,1.4,11.1,.188,1.7,2.6,2022
16.0,16.0,ATL,AJ Griffin,Duke,2,92,1572,687,171,78,.447,.372,.898,17.1,7.5,1.9,0.8,1.8,.053,-1.7,0.1,2022
17.0,17.0,HOU,Tari Eason,LSU,4,172,3922,1787,1068,216,.468,.364,.740,22.8,10.4,6.2,1.3,9.6,.117,0.8,2.8,2022
18.0,18.0,CHI,Dalen Terry,Arizona,4,178,1941,608,280,208,.445,.300,.655,10.9,3.4,1.6,1.2,2.4,.061,-2.8,-0.4,2022
19.0,19.0,MIN,Jake LaRavia,Wake Forest,4,151,2997,1101,517,272,.437,.368,.739,19.8,7.3,3.4,1.8,5.3,.085,-1.2,0.6,2022
20.0,20.0,SAS,Malaki Branham,Ohio State,4,193,3605,1617,388,324,.440,.335,.839,18.7,8.4,2.0,1.7,-0.2,-.003,-5.1,-2.8,2022
21.0,21.0,DEN,Christian Braun,Kansas,4,248,5836,2303,945,429,.526,.375,.755,23.5,9.3,3.8,1.7,14.2,.117,-1.0,1.5,2022
22.0,22.0,MEM,Walker Kessler,Auburn,4,201,5090,1910,1862,241,.681,.266,.545,25.3,9.5,9.3,1.2,17.1,.161,2.0,5.1,2022
23.0,23.0,PHI,David Roddy,Colorado State,3,168,2845,1044,488,174,.421,.302,.679,16.9,6.2,2.9,1.0,1.7,.029,-4.0,-1.4,2022
24.0,24.0,MIL,MarJon Beauchamp,,3,135,1465,556,258,77,.430,.354,.718,10.9,4.1,1.9,0.6,1.2,.038,-4.0,-0.8,2022
25.0,25.0,SAS,Blake Wesley,Notre Dame,4,162,2326,705,250,397,.409,.291,.632,14.4,4.4,1.5,2.5,-0.4,-.008,-5.5,-2.1,2022
26.0,26.0,DAL,Wendell Moore Jr.,Duke,4,93,770,216,129,69,.461,.246,.815,8.3,2.3,1.4,0.7,0.9,.056,-2.6,-0.1,2022
27.0,27.0,MIA,Nikola JoviÄ,,4,121,2555,1051,464,274,.444,.362,.793,21.1,8.7,3.8,2.3,4.9,.092,-0.3,1.1,2022
28.0,28.0,GSW,Patrick Baldwin Jr.,UW-Milwaukee,3,93,826,343,188,43,.405,.373,.658,8.9,3.7,2.0,0.5,0.6,.032,-3.1,-0.2,2022
29.0,29.0,MEM,TyTy Washington Jr.,Kentucky,3,58,607,194,63,68,.347,.234,.542,10.5,3.3,1.1,1.2,-0.4,-.031,-6.8,-0.7,2022
30.0,30.0,OKC,Peyton Watson,UCLA,4,184,3630,1241,575,208,.470,.324,.677,19.7,6.7,3.1,1.1,5.8,.077,-1.9,0.1,2022
31.0,31.0,IND,Andrew Nembhard,Gonzaga,4,215,5851,2111,568,990,.461,.334,.818,27.2,9.8,2.6,4.6,6.3,.052,-2.5,-0.7,2022
32.0,32.0,ORL,Caleb Houstan,Michigan,4,174,2450,699,261,96,.391,.373,.844,14.1,4.0,1.5,0.6,4.0,.078,-2.8,-0.5,2022
33.0,33.0,TOR,Christian Koloko,Arizona,3,97,1150,272,264,47,.519,.063,.644,11.9,2.8,2.7,0.5,2.7,.111,-3.3,-0.4,2022
34.0,34.0,OKC,Jaylin Williams,Arkansas,4,179,2861,912,804,338,.421,.373,.750,16.0,5.1,4.5,1.9,8.1,.135,0.9,2.1,2022
35.0,35.0,LAL,Max Christie,Michigan State,4,201,4030,1342,525,266,.432,.383,.829,20.0,6.7,2.6,1.3,4.9,.059,-2.6,-0.7,2022
36.0,36.0,POR,Gabriele Procida,,,,,,,,,,,,,,,,,,,2022
37.0,37.0,SAC,Jaden Hardy,,4,190,2735,1517,325,259,.424,.385,.766,14.4,8.0,1.7,1.4,0.7,.012,-3.8,-1.2,2022
38.0,38.0,SAS,Kennedy Chandler,Tennessee,1,36,281,78,38,58,.422,.133,.462,7.8,2.2,1.1,1.6,0.3,.044,-2.7,0.0,2022
39.0,39.0,CLE,Khalifa Diop,,,,,,,,,,,,,,,,,,,2022
40.0,40.0,MIN,Bryce McGowens,Nebraska,4,124,1744,579,202,110,.414,.319,.768,14.1,4.7,1.6,0.9,0.6,.017,-5.6,-1.6,2022
41.0,41.0,NOP,E.J. Liddell,Ohio State,3,25,101,37,21,4,.406,.217,.857,4.0,1.5,0.8,0.2,0.1,.037,-5.3,-0.1,2022
42.0,42.0,NYK,Trevor Keels,Duke,1,3,8,3,2,0,.250,.250,,2.7,1.0,0.7,0.0,0.0,-.062,-13.0,0.0,2022
43.0,43.0,LAC,Moussa DiabatÃ©,Michigan,4,118,1819,635,623,79,.599,.125,.630,15.4,5.4,5.3,0.7,5.5,.145,-1.1,0.4,2022
44.0,44.0,ATL,Ryan Rollins,Toledo,4,96,1424,677,189,204,.493,.432,.798,14.8,7.1,2.0,2.1,2.8,.094,-0.3,0.6,2022
45.0,45.0,CHO,Josh Minott,Memphis,4,107,745,322,162,50,.483,.356,.867,7.0,3.0,1.5,0.5,2.6,.170,1.9,0.7,2022
46.0,46.0,DET,Ismael Kamagate,,,,,,,,,,,,,,,,,,,2022
47.0,47.0,MEM,Vince Williams Jr.,VCU,4,104,2243,816,450,267,.420,.330,.805,21.6,7.8,4.3,2.6,3.3,.070,-1.5,0.3,2022
48.0,48.0,MIN,Kendall Brown,Baylor,2,21,103,30,11,8,.545,.000,.600,4.9,1.4,0.5,0.4,0.1,.055,-5.3,-0.1,2022
49.0,49.0,CLE,Isaiah Mobley,USC,3,23,173,60,34,14,.407,.333,.714,7.5,2.6,1.5,0.6,0.3,.090,-3.0,0.0,2022
50.0,50.0,MIN,Matteo Spagnolo,,,,,,,,,,,,,,,,,,,2022
51.0,51.0,GSW,Tyrese Martin,UConn,3,90,1674,647,273,158,.401,.338,.775,18.6,7.2,3.0,1.8,0.8,.023,-3.0,-0.4,2022
52.0,52.0,NOP,Karlo MatkoviÄ,,2,54,928,384,242,56,.592,.333,.712,17.2,7.1,4.5,1.0,1.9,.100,-1.6,0.1,2022
53.0,53.0,BOS,JD Davison,Alabama,4,41,222,79,32,36,.397,.316,.600,5.4,1.9,0.8,0.9,0.2,.042,-3.1,-0.1,2022
54.0,54.0,WAS,Yannick Nzosa,,,,,,,,,,,,,,,,,,,2022
55.0,55.0,GSW,Gui Santos,,3,91,1031,333,237,96,.467,.336,.754,11.3,3.7,2.6,1.1,2.5,.116,-1.8,0.0,2022
56.0,56.0,CLE,Luke Travers,,2,18,135,22,31,12,.194,.000,1.000,7.5,1.2,1.7,0.7,-0.2,-.056,-7.9,-0.2,2022
57.0,57.0,POR,Jabari Walker,Colorado,4,201,3226,1205,887,147,.463,.312,.740,16.0,6.0,4.4,0.7,5.3,.078,-3.4,-1.1,2022
58.0,58.0,IND,Hugo Besson,,,,,,,,,,,,,,,,,,,2022
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2022
,,,,,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,Milwaukee Bucks forfeited their Second Round pick.,2022
,,,,,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,Miami Heat forfeited their Second Round pick.,2022
1.0,1.0,SAS,Victor Wembanyama,,3,129,4049,2952,1416,490,.473,.339,.816,31.4,22.9,11.0,3.8,9.2,.110,5.8,7.9,2023
2.0,2.0,CHO,Brandon Miller,Alabama,3,103,3347,1876,446,281,.428,.364,.832,32.5,18.2,4.3,2.7,1.2,.017,-1.9,0.1,2023
3.0,3.0,POR,Scoot Henderson,,2,128,3524,1705,392,671,.401,.340,.793,27.5,13.3,3.1,5.2,0.1,.002,-4.0,-1.8,2023
4.0,4.0,HOU,Amen Thompson,,3,143,4039,1769,1046,490,.538,.219,.693,28.2,12.4,7.3,3.4,13.4,.160,2.9,5.0,2023
5.0,5.0,DET,Ausar Thompson,,3,133,3225,1295,773,288,.508,.206,.603,24.2,9.7,5.8,2.2,6.4,.096,-0.2,1.5,2023
6.0,6.0,ORL,Anthony Black,Arkansas,3,162,3453,1228,415,367,.441,.334,.714,21.3,7.6,2.6,2.3,4.5,.062,-2.3,-0.2,2023
7.0,7.0,IND,Bilal Coulibaly,,3,127,3786,1307,572,326,.425,.310,.728,29.8,10.3,4.5,2.6,0.7,.009,-3.9,-1.8,2023
8.0,8.0,WAS,Jarace Walker,Houston,3,122,1934,721,365,192,.419,.372,.726,15.9,5.9,3.0,1.6,1.3,.033,-2.0,0.0,2023
9.0,9.0,UTA,Taylor Hendricks,Central Florida,3,52,1079,346,238,38,.426,.355,.780,20.8,6.7,4.6,0.7,1.3,.058,-2.2,0.0,2023
10.0,10.0,DAL,Cason Wallace,Kentucky,3,164,3974,1247,459,333,.474,.387,.812,24.2,7.6,2.8,2.0,10.3,.125,0.6,2.6,2023
11.0,11.0,ORL,Jett Howard,Michigan,3,88,852,324,83,57,.368,.300,.667,9.7,3.7,0.9,0.6,0.2,.014,-4.6,-0.6,2023
12.0,12.0,OKC,Dereck Lively II,Duke,3,96,2207,819,671,155,.727,.000,.569,23.0,8.5,7.0,1.6,8.6,.186,1.5,2.0,2023
13.0,13.0,TOR,Gradey Dick,Kansas,3,128,3089,1395,356,175,.417,.357,.855,24.1,10.9,2.8,1.4,2.2,.034,-4.0,-1.5,2023
14.0,14.0,NOP,Jordan Hawkins,UConn,3,136,2675,1187,331,150,.372,.342,.822,19.7,8.7,2.4,1.1,0.5,.009,-4.6,-1.8,2023
15.0,15.0,ATL,Kobe Bufkin,Michigan,2,27,320,134,54,44,.374,.220,.654,11.9,5.0,2.0,1.6,-0.1,-.012,-4.3,-0.2,2023
16.0,16.0,UTA,Keyonte George,Baylor,3,156,4614,2421,519,808,.395,.335,.847,29.6,15.5,3.3,5.2,1.7,.018,-3.1,-1.3,2023
17.0,17.0,LAL,Jalen Hood-Schifino,Indiana,2,36,424,140,40,45,.329,.262,.732,11.8,3.9,1.1,1.3,-0.6,-.068,-9.3,-0.8,2023
18.0,18.0,MIA,Jaime Jaquez Jr.,UCLA,3,155,3905,1699,671,433,.485,.310,.786,25.2,11.0,4.3,2.8,7.5,.092,-1.1,0.8,2023
19.0,19.0,GSW,Brandin Podziemski,Santa Clara,3,154,4136,1613,826,540,.449,.379,.708,26.9,10.5,5.4,3.5,9.2,.107,0.1,2.2,2023
20.0,20.0,HOU,Cam Whitmore,Villanova,3,111,1928,1172,361,90,.450,.355,.711,17.4,10.6,3.3,0.8,3.2,.080,-0.4,0.8,2023
21.0,21.0,BRK,Noah Clowney,Alabama,3,83,1760,689,314,81,.387,.333,.778,21.2,8.3,3.8,1.0,1.3,.035,-3.5,-0.6,2023
22.0,22.0,BRK,Dariq Whitehead,Duke,2,22,270,117,33,15,.396,.429,.571,12.3,5.3,1.5,0.7,0.0,.007,-4.1,-0.1,2023
23.0,23.0,POR,Kris Murray,Iowa,3,144,2686,730,448,161,.411,.255,.563,18.7,5.1,3.1,1.1,1.7,.030,-3.3,-0.9,2023
24.0,24.0,SAC,Olivier-Maxence Prosper,Marquette,3,101,996,358,223,67,.403,.248,.699,9.9,3.5,2.2,0.7,1.6,.079,-2.4,-0.1,2023
25.0,25.0,MEM,Marcus Sasser,Houston,2,128,2162,961,194,369,.441,.378,.863,16.9,7.5,1.5,2.9,2.8,.062,-1.9,0.1,2023
26.0,26.0,IND,Ben Sheppard,Belmont,3,134,2397,673,329,163,.391,.315,.864,17.9,5.0,2.5,1.2,2.7,.054,-3.2,-0.7,2023
27.0,27.0,CHO,Nick Smith Jr.,Arkansas,3,117,2188,935,206,217,.393,.372,.906,18.7,8.0,1.8,1.9,-1.1,-.025,-5.8,-2.1,2023
28.0,28.0,UTA,Brice Sensabaugh,Ohio State,3,116,2207,1125,346,181,.440,.387,.899,19.0,9.7,3.0,1.6,1.3,.028,-2.3,-0.2,2023
29.0,29.0,IND,Julian Strawther,Gonzaga,3,124,2000,848,217,134,.411,.324,.784,16.1,6.8,1.8,1.1,1.4,.034,-5.1,-1.6,2023
30.0,30.0,LAC,Kobe Brown,Missouri,3,91,726,181,142,56,.434,.263,.769,8.0,2.0,1.6,0.6,1.0,.068,-3.0,-0.2,2023
31.0,31.0,DET,James Nnaji,,,,,,,,,,,,,,,,,,,2023
32.0,32.0,IND,Jalen Pickett,Penn State,3,83,841,260,92,135,.430,.391,.769,10.1,3.1,1.1,1.6,1.3,.074,-1.9,0.0,2023
33.0,33.0,SAS,Leonard Miller,,3,38,121,64,42,12,.532,.133,.800,3.2,1.7,1.1,0.3,0.5,.184,1.3,0.1,2023
34.0,34.0,CHO,Colby Jones,Xavier,3,70,714,223,131,66,.433,.247,.630,10.2,3.2,1.9,0.9,0.6,.041,-3.4,-0.2,2023
35.0,35.0,BOS,Julian Phillips,Tennessee,3,131,1530,476,216,54,.436,.320,.768,11.7,3.6,1.6,0.4,2.2,.067,-3.5,-0.6,2023
36.0,36.0,ORL,Andre Jackson Jr.,UConn,3,130,1574,355,297,139,.482,.382,.571,12.1,2.7,2.3,1.1,2.2,.066,-3.5,-0.6,2023
37.0,37.0,OKC,Hunter Tyson,Clemson,3,74,465,154,97,22,.361,.293,.750,6.3,2.1,1.3,0.3,0.3,.033,-5.7,-0.4,2023
38.0,38.0,SAC,Jordan Walsh,Arkansas,3,72,670,147,134,34,.403,.296,.611,9.3,2.0,1.9,0.5,1.2,.084,-2.6,-0.1,2023
39.0,39.0,CHO,Mouhamed Gueye,Washington State,3,54,859,319,225,52,.438,.271,.724,15.9,5.9,4.2,1.0,1.9,.104,-1.0,0.2,2023
40.0,40.0,DEN,Maxwell Lewis,Pepperdine,2,62,430,127,59,25,.380,.339,.692,6.9,2.0,1.0,0.4,-0.2,-.024,-6.6,-0.5,2023
41.0,41.0,CHO,Amari Bailey,UCLA,1,10,65,23,9,7,.333,.125,.857,6.5,2.3,0.9,0.7,-0.1,-.044,-8.3,-0.1,2023
42.0,42.0,WAS,Tristan Vukcevic,,3,55,725,444,175,56,.480,.345,.758,13.2,8.1,3.2,1.0,0.8,.055,-1.5,0.1,2023
43.0,43.0,POR,Rayan Rupert,,3,99,1142,319,171,89,.366,.313,.746,11.5,3.2,1.7,0.9,-0.1,-.004,-6.0,-1.2,2023
44.0,44.0,SAS,Sidy Cissoko,,3,43,372,104,59,36,.447,.176,.647,8.7,2.4,1.4,0.8,0.3,.044,-4.0,-0.2,2023
45.0,45.0,MEM,GG Jackson II,South Carolina,3,83,1720,920,291,89,.411,.346,.740,20.7,11.1,3.5,1.1,1.3,.035,-3.0,-0.4,2023
46.0,46.0,ATL,Seth Lundy,Penn State,1,9,52,14,7,0,.235,.231,.750,5.8,1.6,0.8,0.0,-0.1,-.092,-12.7,-0.1,2023
47.0,47.0,LAL,Mojave King,,,,,,,,,,,,,,,,,,,2023
48.0,48.0,LAC,Jordan Miller,Miami (FL),3,48,497,193,71,37,.447,.286,.822,10.4,4.0,1.5,0.8,0.6,.063,-2.3,0.0,2023
49.0,49.0,CLE,Emoni Bates,Eastern Michigan,2,25,208,78,21,18,.322,.333,.250,8.3,3.1,0.8,0.7,-0.2,-.045,-6.4,-0.2,2023
50.0,50.0,OKC,Keyontae Johnson,Kansas State,1,9,66,11,10,4,.313,.333,,7.3,1.2,1.1,0.4,-0.1,-.068,-9.8,-0.1,2023
51.0,51.0,BRK,Jalen Wilson,Kansas,3,134,2880,1031,413,197,.401,.341,.817,21.5,7.7,3.1,1.5,2.9,.048,-3.9,-1.4,2023
52.0,52.0,PHO,Toumani Camara,Dayton,3,162,4769,1575,863,303,.448,.354,.736,29.4,9.7,5.3,1.9,7.3,.074,-1.6,0.5,2023
53.0,53.0,MIN,Jaylen Clark,UCLA,2,52,719,223,82,35,.464,.411,.736,13.8,4.3,1.6,0.7,2.0,.137,-0.7,0.2,2023
54.0,54.0,SAC,Jalen Slawson,Furman University,1,12,37,8,7,2,.667,.000,,3.1,0.7,0.6,0.2,0.0,.058,-6.4,0.0,2023
55.0,55.0,IND,Isaiah Wong,Miami (FL),2,21,269,122,32,28,.389,.382,.735,12.8,5.8,1.5,1.3,0.0,.006,-4.2,-0.1,2023
56.0,56.0,MEM,Tarik Biberovic,,,,,,,,,,,,,,,,,,,2023
57.0,57.0,WAS,Trayce Jackson-Davis,Indiana,3,139,2197,985,673,197,.637,.000,.576,15.8,7.1,4.8,1.4,8.4,.184,1.8,2.1,2023
58.0,58.0,MIL,Chris Livingston,Kentucky,2,42,196,56,56,10,.408,.077,.750,4.7,1.3,1.3,0.2,0.1,.031,-7.0,-0.2,2023
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2023
,,,,,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,Chicago Bulls forfeited their Second Round pick.,2023
,,,,,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,Philadelphia 76ers forfeited their Second Round pick.,2023
1.0,1.0,ATL,Zaccharie Risacher,,2.0,87,2140,1097,300,110,.461,.353,.708,24.6,12.6,3.4,1.3,2.2,.050,-3.2,-0.7,2024
2.0,2.0,WAS,Alex Sarr,,2.0,80,2191,1107,541,208,.417,.312,.690,27.4,13.8,6.8,2.6,0.3,.006,-2.4,-0.2,2024
